Date,Open,High,Low,Close,Volume,Change
2021-07-01,6640,6640,6480,6500,70911,-0.012158054711246202
2021-07-02,6560,6650,6490,6500,75040,0.0
2021-07-05,6470,6590,6470,6530,77367,0.004615384615384688
2021-07-06,6530,6660,6480,6660,122876,0.019908116385911168
2021-07-07,6690,6950,6630,6670,237818,0.0015015015015014122
2021-07-08,6670,6760,6380,6500,137106,-0.025487256371814038
2021-07-09,6490,6490,6180,6240,164646,-0.040000000000000036
2021-07-12,6230,6420,6220,6310,58852,0.011217948717948678
2021-07-13,6360,6450,6260,6330,113093,0.0031695721077653616
2021-07-14,6350,6360,6220,6320,79983,-0.0015797788309637184
2021-07-15,6320,6540,6280,6490,151100,0.02689873417721511
2021-07-16,6450,6590,6400,6510,100272,0.0030816640986133237
2021-07-19,6490,6500,6280,6350,99999,-0.02457757296466978
2021-07-20,6180,6440,6110,6220,270949,-0.020472440944881876
2021-07-21,6290,6290,5990,6000,232975,-0.03536977491961413
2021-07-22,6000,6060,5820,5990,218798,-0.0016666666666667052
2021-07-23,6010,6180,6000,6130,131495,0.023372287145241977
2021-07-26,6200,6240,6110,6130,106730,0.0
2021-07-27,6110,6220,6090,6200,88233,0.011419249592169667
2021-07-28,6200,6290,6110,6190,133323,-0.001612903225806428
2021-07-29,6190,6260,6040,6050,90653,-0.022617124394184174
2021-07-30,6100,6100,5900,5950,117877,-0.016528925619834656
2021-08-02,5910,6860,5910,6210,1252029,0.043697478991596705
2021-08-03,6220,6270,6130,6170,127509,-0.006441223832528209
2021-08-04,6210,6800,6210,6690,1071999,0.08427876823338742
2021-08-05,6690,6740,6480,6620,411488,-0.010463378176382654
2021-08-06,6610,6710,6500,6690,300551,0.010574018126888296
2021-08-09,6690,6690,6560,6580,166136,-0.01644245142002987
2021-08-10,6580,6680,6460,6570,148854,-0.001519756838905817
2021-08-11,6570,6800,6470,6680,333352,0.016742770167427645
2021-08-12,6690,6710,6500,6630,163623,-0.007485029940119792
2021-08-13,6630,6680,6270,6470,211947,-0.02413273001508298
2021-08-17,6450,6450,5860,5950,272065,-0.08037094281298296
2021-08-18,5890,6090,5700,5910,134791,-0.006722689075630228
2021-08-19,5970,6180,5770,5850,176360,-0.010152284263959421
2021-08-20,5850,5960,5400,5490,241006,-0.06153846153846154
2021-08-23,5640,5640,5370,5560,89727,0.012750455373406133
2021-08-24,5610,5790,5610,5690,72971,0.023381294964028854
2021-08-25,5740,5750,5560,5640,63106,-0.008787346221441172
2021-08-26,5640,5700,5460,5500,98128,-0.024822695035460973
2021-08-27,5480,5600,5380,5550,78329,0.009090909090909038
2021-08-30,5650,5740,5560,5670,72211,0.021621621621621623
2021-08-31,5670,5700,5570,5620,58903,-0.00881834215167554
2021-09-01,5620,5770,5620,5760,63802,0.02491103202846978
2021-09-02,5790,5790,5650,5690,38244,-0.01215277777777779
2021-09-03,5680,5780,5680,5730,34652,0.007029876977152849
2021-09-06,5730,5800,5670,5740,55413,0.0017452006980802626
2021-09-07,5780,5790,5690,5740,37926,0.0
2021-09-08,5740,5780,5550,5600,72301,-0.024390243902439046
2021-09-09,5550,5700,5500,5550,81105,-0.008928571428571397
2021-09-10,5570,5760,5410,5750,82876,0.03603603603603611
2021-09-13,5790,5850,5580,5600,50690,-0.02608695652173909
2021-09-14,5600,5730,5600,5600,38696,0.0
2021-09-15,5600,5710,5600,5660,30118,0.010714285714285676
2021-09-16,5660,5740,5570,5600,42773,-0.010600706713780883
2021-09-17,5600,5670,5580,5660,55553,0.010714285714285676
2021-09-23,5660,5800,5660,5700,71792,0.007067137809187329
2021-09-24,5680,5880,5670,5710,144051,0.0017543859649122862
2021-09-27,5760,5780,5560,5720,61335,0.0017513134851139256
2021-09-28,5730,5780,5470,5470,98827,-0.04370629370629375
2021-09-29,5330,5400,5230,5330,59287,-0.025594149908592323
2021-09-30,5300,5400,5270,5280,56185,-0.009380863039399667
2021-10-01,5210,5250,5000,5020,97383,-0.0492424242424242
2021-10-05,4980,4990,4700,4820,116402,-0.03984063745019917
2021-10-06,4705,4970,4535,4540,126392,-0.05809128630705396
2021-10-07,4540,4780,4540,4750,59950,0.04625550660792954
2021-10-08,4795,4855,4690,4700,30745,-0.010526315789473717
2021-10-12,4700,4750,4600,4645,38773,-0.011702127659574457
2021-10-13,4605,6030,4605,6030,1431013,0.29817007534983864
2021-10-14,6320,6580,5860,6400,3616103,0.06135986733001664
2021-10-15,6400,6430,6030,6070,500730,-0.051562499999999956
2021-10-18,6150,6240,6000,6100,331503,0.0049423393739702615
2021-10-19,6100,6280,6060,6280,339611,0.029508196721311553
2021-10-20,6280,7910,6100,6990,9486145,0.11305732484076425
2021-10-21,6920,6960,6400,6470,1045414,-0.07439198855507867
2021-10-22,6530,6780,6340,6340,995125,-0.020092735703245768
2021-10-25,6240,6520,6240,6360,353818,0.003154574132492094
2021-10-26,6370,7300,6350,6890,3030378,0.08333333333333326
2021-10-27,6810,6910,6610,6700,544076,-0.027576197387518153
2021-10-28,6660,6870,6630,6730,380398,0.004477611940298498
2021-10-29,6750,7200,6590,6700,1010550,-0.004457652303120341
2021-11-01,6700,6720,6350,6500,260200,-0.02985074626865669
2021-11-02,6480,7230,6480,6870,1120848,0.056923076923076854
2021-11-03,6870,7270,6810,7230,947152,0.05240174672489073
2021-11-04,7250,7730,6650,7020,1508513,-0.02904564315352698
2021-11-05,6960,6960,6630,6640,242891,-0.054131054131054124
2021-11-08,6700,7010,6700,6900,476230,0.03915662650602414
2021-11-09,6900,7000,6540,6580,344870,-0.04637681159420293
2021-11-10,6580,6580,6210,6290,303943,-0.04407294832826747
2021-11-11,6200,6490,6110,6480,196119,0.030206677265500748
2021-11-12,6370,6630,6370,6430,186089,-0.007716049382716084
2021-11-15,6450,6770,6430,6660,184741,0.035769828926905056
2021-11-16,6740,7100,6630,6920,412575,0.039039039039038936
2021-11-17,7000,7120,6690,6720,360677,-0.028901734104046284
2021-11-18,6740,6830,6600,6630,172328,-0.013392857142857095
2021-11-19,6680,6700,6500,6580,97388,-0.007541478129713397
2021-11-22,6780,6930,6590,6800,198578,0.033434650455927084
2021-11-23,6810,7090,6520,6530,292902,-0.039705882352941146
2021-11-24,6530,6590,6300,6450,102493,-0.01225114854517606
2021-11-25,6430,6570,6350,6370,87765,-0.012403100775193798
2021-11-26,6370,6520,6240,6300,102020,-0.01098901098901095
2021-11-29,6010,6430,5980,6300,159084,0.0
2021-11-30,6220,6570,6220,6250,188450,-0.007936507936507908
2021-12-01,6210,6540,6140,6450,173617,0.03200000000000003
2021-12-02,6450,6830,6360,6720,282825,0.041860465116279055
2021-12-03,6720,6780,6650,6740,108780,0.0029761904761904656
2021-12-06,6630,6820,6490,6800,143149,0.008902077151335286
2021-12-07,6960,7220,6730,7170,572362,0.05441176470588238
2021-12-08,7220,7250,6850,6890,322750,-0.03905160390516038
2021-12-09,6940,7420,6780,7420,516974,0.07692307692307687
2021-12-10,7290,7340,7120,7230,383765,-0.025606469002695365
2021-12-13,7350,7530,7100,7500,472054,0.03734439834024905
2021-12-14,7340,7420,7200,7290,242689,-0.028000000000000025
2021-12-15,7290,7640,7160,7180,389178,-0.015089163237311354
2021-12-16,7180,7330,7140,7190,161087,0.0013927576601671099
2021-12-17,7220,7220,6970,7070,168447,-0.016689847009735748
2021-12-20,7070,7340,6900,7290,224526,0.03111739745403108
2021-12-21,7300,8140,7150,7350,1986840,0.008230452674897082
2021-12-22,7390,9350,7310,8700,9952575,0.18367346938775508
2021-12-23,8700,8760,8520,8540,1272643,-0.01839080459770115
2021-12-24,8610,8880,8010,8070,1598697,-0.05503512880562056
2021-12-27,8010,8220,7870,8070,662204,0.0
2021-12-28,7990,8120,7790,8080,517928,0.0012391573729864103
2021-12-29,8080,8250,7990,8100,564322,0.0024752475247524774
2021-12-30,8190,8330,8110,8150,452290,0.006172839506172867
2022-01-03,8150,8230,7820,8010,239376,-0.01717791411042946
2022-01-04,8020,8440,7920,8440,657996,0.0536828963795255
2022-01-05,8330,8350,8050,8110,340959,-0.0390995260663507
2022-01-06,7930,8100,7540,7660,447359,-0.055487053020961796
2022-01-07,7660,7920,7660,7860,148598,0.02610966057441244
2022-01-10,7840,7840,7500,7580,222425,-0.03562340966921118
2022-01-11,7530,7640,7290,7440,191532,-0.01846965699208447
2022-01-12,7430,7840,7430,7610,260563,0.02284946236559149
2022-01-13,7630,7720,7550,7640,97669,0.003942181340341744
2022-01-14,7640,9930,7400,9930,7550865,0.29973821989528804
2022-01-17,9440,9520,9050,9430,6175209,-0.05035246727089626
2022-01-18,9930,11050,8670,9030,13924913,-0.042417815482502674
2022-01-19,8840,8840,8140,8230,1558431,-0.08859357696566994
2022-01-20,8180,8450,7900,8090,1241645,-0.017010935601458055
2022-01-21,7950,10250,7950,9360,19005936,0.1569839307787393
2022-01-24,9110,9430,8300,8320,2714426,-0.11111111111111116
2022-01-25,8580,9540,8410,8760,7234417,0.05288461538461542
2022-01-26,8580,8890,8320,8690,1289614,-0.007990867579908634
2022-01-27,8550,8680,7650,7660,1278140,-0.11852704257767543
2022-01-28,7630,8100,7570,7780,790983,0.015665796344647598
2022-02-03,7820,8370,7820,8240,687976,0.059125964010282805
2022-02-04,8110,9810,8110,9170,7811433,0.11286407766990281
2022-02-07,9150,9490,8980,9240,1461488,0.007633587786259444
2022-02-08,9220,9780,8610,8800,2160367,-0.04761904761904767
2022-02-09,8910,10000,8820,9490,6106010,0.07840909090909087
2022-02-10,9420,9640,9230,9280,966377,-0.02212855637513167
2022-02-11,9200,9360,8850,8870,637320,-0.044181034482758674
2022-02-14,8630,9310,8170,8220,1265576,-0.07328072153325815
2022-02-15,8220,9400,8220,8620,2860639,0.048661800486617945
2022-02-16,8890,10850,8890,10500,13841890,0.21809744779582374
2022-02-17,10400,10750,9730,10450,4651176,-0.004761904761904745
2022-02-18,10150,10600,10000,10350,1750975,-0.009569377990430672
